Country,Code,Year,Solar,Wind,Hydro,Geo_Biomass_Other
Africa,,1965,0,0,13.905635174733,0
Africa,,1966,0,0,15.510004137511,0
Africa,,1967,0,0,16.190636359103998,0
Africa,,1968,0,0,18.938340564834,0
Africa,,1969,0,0,22.100889620817,0
Africa,,1970,0,0,27.630429815552002,0
Africa,,1971,0,0,26.013390904094,0.16399999999999998
Africa,,1972,0,0,29.633196415376002,0.165
Africa,,1973,0,0,31.345707551533,0.17
Africa,,1974,0,0,35.667074289357,0.175
Africa,,1975,0,0,37.717969971158,0.172
Africa,,1976,0,0,41.797633239816,0.185
Africa,,1977,0,0,45.928768122531004,0.18899999999999997
Africa,,1978,0,0,46.306938740575,0.195
Africa,,1979,0,0,49.565232983879994,0.201
Africa,,1980,0,0,48.311784355875304,0.207
Africa,,1981,0,0,50.192906061870495,0.218
Africa,,1982,0,0,50.2062371347722,0.23600000000000002
Africa,,1983,0,0,45.247160061870495,0.23
Africa,,1984,0,0,44.48997331942449,0.23399999999999999
Africa,,1985,0,0,49.4496850519584,0.26899999999999996
Africa,,1986,0,0,51.1453733013589,0.659
Africa,,1987,0,0,49.0564603084245,0.6579999999999999
Africa,,1988,0,0,53.5934563571399,0.626
Africa,,1989,0,0,56.2762147671271,0.617
Africa,,1990,0,0,57.254659123238,0.765731343269348
Africa,,1991,0,0,60.651488412762006,0.7879999999999999
Africa,,1992,0,0,57.8602916846068,0.824250000088655
Africa,,1993,0,0.002,56.682507267930205,0.9157000000438058
Africa,,1994,0,0.0054,57.59604856711061,0.82100000004172
Africa,,1995,0,0.0063,59.768876874666994,1.02070000002295
Africa,,1996,0,0.0071,62.316458674204,1.26009308793189
Africa,,1997,0,0.0072,63.8524975622244,1.38864040821181
Africa,,1998,0,0.0076,66.6548878792364,1.71454928559653
Africa,,1999,0,0.0198,70.6842613165359,1.6961247989676598
Africa,,2000,0.0131410000026226,0.17600000000000002,75.2458166169896,2.26906315789474
Africa,,2001,0.0163599999945611,0.41608,80.8641147201386,2.3353526315789503
Africa,,2002,0.0194710100715058,0.44458400000000003,85.1814681310532,2.2864
Africa,,2003,0.0230290101063745,0.541199,82.8726014590169,2.6224
Africa,,2004,0.0274610100035677,0.7692805050505049,87.4054692560565,2.9841
Africa,,2005,0.0323760101699652,0.7823821111111109,89.0657341822671,3.0148
Africa,,2006,0.04065700986245,0.8525656060606059,92.24055300904051,3.77529
Africa,,2007,0.0533332930266589,1.0162233636393398,95.3405618110886,3.14685
Africa,,2008,0.0751322020028171,1.3121781313131298,97.1572092517623,3.2714220000000003
Africa,,2009,0.0981529272484478,1.5897309393954298,99.76113689631799,3.56272219
Africa,,2010,0.213820750424688,2.28418243433914,107.42683264097401,3.829542064
Africa,,2011,0.452785300917026,2.53747293937963,110.444821003428,3.9296566110000004
Africa,,2012,0.551142125598304,2.96173124049708,110.95230022209,4.089949862
Africa,,2013,0.824348140214048,3.55978430255575,117.67284641178301,4.438767925
Africa,,2014,1.8313081702882998,5.15812183421232,123.726794763832,5.552723203785501
Africa,,2015,3.59570987414939,8.88828628262324,119.85681994204799,7.135986510472339
Africa,,2016,4.93930956480591,11.305820672793901,115.801249959376,7.20684010560951
Africa,,2017,6.984050652121089,12.458179095742901,123.815624670665,7.5710128510575405
Africa,,2018,9.850222857659029,14.2877954133044,130.387839922165,8.0595333742491
Africa,,2019,19.3779778279018,17.5080525020565,132.734790526592,8.18424727799022
Algeria,DZA,1965,0,0,0.4,0
Algeria,DZA,1966,0,0,0.355,0
Algeria,DZA,1967,0,0,0.41,0
Algeria,DZA,1968,0,0,0.563,0
Algeria,DZA,1969,0,0,0.361,0
Algeria,DZA,1970,0,0,0.58,0
Algeria,DZA,1971,0,0,0.33,0
Algeria,DZA,1972,0,0,0.495,0
Algeria,DZA,1973,0,0,0.752,0
Algeria,DZA,1974,0,0,0.49700000000000005,0
Algeria,DZA,1975,0,0,0.32799999999999996,0
Algeria,DZA,1976,0,0,0.389,0
Algeria,DZA,1977,0,0,0.26899999999999996,0
Algeria,DZA,1978,0,0,0.25,0
Algeria,DZA,1979,0,0,0.29100000000000004,0
Algeria,DZA,1980,0,0,0.257,0
Algeria,DZA,1981,0,0,0.366,0
Algeria,DZA,1982,0,0,0.479,0
Algeria,DZA,1983,0,0,0.235,0
Algeria,DZA,1984,0,0,0.452,0
Algeria,DZA,1985,0,0,0.6459999999999999,0
Algeria,DZA,1986,0,0,0.25,0
Algeria,DZA,1987,0,0,0.499,0
Algeria,DZA,1988,0,0,0.183,0
Algeria,DZA,1989,0,0,0.226,0
Algeria,DZA,1990,0,0,0.135,0
Algeria,DZA,1991,0,0,0.293,0
Algeria,DZA,1992,0,0,0.19899999999999998,0
Algeria,DZA,1993,0,0,0.353,0
Algeria,DZA,1994,0,0,0.166,0
Algeria,DZA,1995,0,0,0.193,0
Algeria,DZA,1996,0,0,0.135,0
Algeria,DZA,1997,0,0,0.075,0
Algeria,DZA,1998,0,0,0.215,0
Algeria,DZA,1999,0,0,0.203,0
Algeria,DZA,2000,0,0,0.054000000000000006,0
Algeria,DZA,2001,0,0,0.069,0
Algeria,DZA,2002,0,0,0.057,0
Algeria,DZA,2003,0,0,0.265,0
Algeria,DZA,2004,0,0,0.251,0
Algeria,DZA,2005,0,0,0.5553,0
Algeria,DZA,2006,0,0,0.2176,0
Algeria,DZA,2007,0,0,0.226,0
Algeria,DZA,2008,0,0,0.28300000000000003,0
Algeria,DZA,2009,0,0,0.342,0
Algeria,DZA,2010,0.0091,0,0.17300000000000001,0
Algeria,DZA,2011,0.01811875,0,0.37799999999999995,0
Algeria,DZA,2012,0.0267230136986301,0,0.389,0
Algeria,DZA,2013,0.0286,0,0.099,0
Algeria,DZA,2014,0.06,0.001,0.193,0
Algeria,DZA,2015,0.057999999999999996,0.019,0.145,0
Algeria,DZA,2016,0.245,0.0190520547945205,0.07200000000000001,0
Algeria,DZA,2017,0.504,0.019,0.055999999999999994,0
Algeria,DZA,2018,0.603,0.01,0.11699999999999999,0
Algeria,DZA,2019,0.615,0.01,0.1515,0
Argentina,ARG,1965,0,0,1.225,0
Argentina,ARG,1966,0,0,1.2409999999999999,0
Argentina,ARG,1967,0,0,1.271,0
Argentina,ARG,1968,0,0,1.4980000000000002,0
Argentina,ARG,1969,0,0,1.344,0
Argentina,ARG,1970,0,0,1.555,0.0475409912536443
Argentina,ARG,1971,0,0,1.544,0.0498646137026239
Argentina,ARG,1972,0,0,1.504,0.0643531519274376
Argentina,ARG,1973,0,0,2.9939999999999998,0.0490424344023324
Argentina,ARG,1974,0,0,5.0280000000000005,0.0500676714285714
Argentina,ARG,1975,0,0,5.2010000000000005,0.054922641509434
Argentina,ARG,1976,0,0,5.013,0.0502027915451895
Argentina,ARG,1977,0,0,5.766,0.0538551078167116
Argentina,ARG,1978,0,0,7.752000000000001,0.0541366620879121
Argentina,ARG,1979,0,0,10.66,0.0843937633928572
Argentina,ARG,1980,0,0,15.144,0.0862515679442509
Argentina,ARG,1981,0,0,14.685,0.0747225
Argentina,ARG,1982,0,0,17.593,0.09591246543778802
Argentina,ARG,1983,0,0,18.419,0.13731478405315597
Argentina,ARG,1984,0,0,19.88,0.0973927918118467
Argentina,ARG,1985,0,0,20.646,0.10332161428571401
Argentina,ARG,1986,0,0,21.009,0.107078920807453
Argentina,ARG,1987,0,0,21.840999999999998,0.108156823308271
Argentina,ARG,1988,0,0,15.033,0.121116047351525
Argentina,ARG,1989,0,0,12.965,0.119376907894737
Argentina,ARG,1990,0,0,17.875999999999998,0.10676328373015899
Argentina,ARG,1991,0,0,16.221,0.0996004043126685
Argentina,ARG,1992,0,0,19.7790505050505,0.101865494505495
Argentina,ARG,1993,0,0,23.5554747474748,0.10743840277777802
Argentina,ARG,1994,0,0,27.972787878787898,0.119290037593985
Argentina,ARG,1995,0,0,28.4581212121212,0.11559245729813698
Argentina,ARG,1996,0,0.009618000000000002,25.9451818181818,0.351397492063492
Argentina,ARG,1997,0,0.014591999999999999,33.0299595959596,0.44563205
Argentina,ARG,1998,0.000017,0.032541,32.421787878787896,0.46388120300751895
Argentina,ARG,1999,0.000026000000000000002,0.034781,26.5300707070707,0.6504551428571429
Argentina,ARG,2000,0.000036,0.034758,34.034010101010104,0.675014310104529
Argentina,ARG,2001,0.000043,0.049361,41.9032626262626,0.609325850253807
Argentina,ARG,2002,0.000047,0.073405,41.4670505050505,0.850248637873754
Argentina,ARG,2003,0.00006500000000000001,0.077954,39.080080808080794,1.01407985835694
Argentina,ARG,2004,0.00007,0.07244600000000001,35.4028787878788,0.900295090287307
Argentina,ARG,2005,0.000081,0.071719665,39.3500909090909,1.07407290085825
Argentina,ARG,2006,0.00009,0.06964,43.623999999999995,1.56741031456089
Argentina,ARG,2007,0.00010889999999999999,0.061592999999999995,37.741,1.5757086957797801
Argentina,ARG,2008,0.0001437,0.041951077999999996,37.199,1.69353638367225
Argentina,ARG,2009,0.000076084,0.036831528599999996,40.783,1.72875616184549
Argentina,ARG,2010,0.00008589,0.0253516062,40.543,2.01325481034589
Argentina,ARG,2011,0.001614,0.02659055,39.641,2.19020582803824
Argentina,ARG,2012,0.0081729668,0.369861999333,36.876,2.4538216104797996
Argentina,ARG,2013,0.015074078999999999,0.453354876,40.7,2.4573500501090897
Argentina,ARG,2014,0.015944,0.619491,40.864000000000004,2.30202525205828
Argentina,ARG,2015,0.014683000000000002,0.593334963,41.7709,2.3782585978443103
Argentina,ARG,2016,0.014273,0.547359,38.2543932713468,1.96340864256076
Argentina,ARG,2017,0.016416999999999998,0.611567,41.542978577289404,2.38365450770783
Argentina,ARG,2018,0.10812999999999999,1.412743,41.647865179483794,2.49228727065315
Argentina,ARG,2019,0.7996979129999999,4.995966424,37.0667870793447,2.39731400226771
Asia Pacific,,1965,0,0,156.08955459999999,1.6440000000000001
Asia Pacific,,1966,0,0,162.31182719999998,1.643
Asia Pacific,,1967,0,0,152.8667474,1.4240000000000002
Asia Pacific,,1968,0,0,168.249119,1.577
Asia Pacific,,1969,0,0,174.1638034,1.608
Asia Pacific,,1970,0,0,180.71001040000002,1.776704
Asia Pacific,,1971,0,0,199.28207980000002,1.7546110000000001
Asia Pacific,,1972,0,0,205.11601299999998,1.785591
Asia Pacific,,1973,0,0,194.011624,1.834998
Asia Pacific,,1974,0,0,217.904609488889,2.4962691052631603
Asia Pacific,,1975,0,0,232.44425036363603,2.6543343684210496
Asia Pacific,,1976,0,0,233.25336989898997,2.58706457894737
Asia Pacific,,1977,0,0,227.038314020202,2.6224434736842097
Asia Pacific,,1978,0,0,237.04640937688,2.9174713684210496
Asia Pacific,,1979,0,0,256.981874673625,3.71292042105263
Asia Pacific,,1980,0,0,273.447218798653,5.17343315789474
Asia Pacific,,1981,0,0,289.729690163187,7.07196542105263
Asia Pacific,,1982,0,0,282.667187430307,15.9518947531579
Asia Pacific,,1983,0,0,299.341370798708,18.067806566052603
Asia Pacific,,1984,0,0,299.406694026024,19.742137411052603
Asia Pacific,,1985,0,0,320.044613429226,20.7914875115789
Asia Pacific,,1986,0,0,328.159102202165,21.689890047368397
Asia Pacific,,1987,0,0,326.891281231324,22.009749936842102
Asia Pacific,,1988,0,0,361.78626166362096,23.826704728421003
Asia Pacific,,1989,0,0,388.04352986813905,26.2433390294737
Asia Pacific,,1990,0.004,0.0323232323232323,399.271542834368,22.3340819784416
Asia Pacific,,1991,0.00945,0.122000909090909,410.524272373348,22.838251944373997
Asia Pacific,,1992,0.0276,0.22047404040404,401.524650190697,23.0063342450498
Asia Pacific,,1993,0.0431,0.311836666666667,440.28692061089896,22.898513935865303
Asia Pacific,,1994,0.0534,0.583588080808081,443.29819759305,26.3709795942326
Asia Pacific,,1995,0.070660101010101,1.12160131313131,483.43443187618203,30.902138720045
Asia Pacific,,1996,0.0981606060606061,0.9912050664848492,473.409440734879,31.4560239692802
Asia Pacific,,1997,0.147015451951017,1.21395004149495,475.89466766474703,34.937827664193
Asia Pacific,,1998,0.20291885606060603,1.48955016659596,506.67429467677596,37.5418518751725
Asia Pacific,,1999,0.286266606060606,2.0532490063939397,500.242965172028,41.2026949659867
Asia Pacific,,2000,0.428484426231355,2.56394697970469,521.652070630739,44.608064846170905
Asia Pacific,,2001,0.608506426324449,3.51740941797741,570.462755885721,45.2442545189384
Asia Pacific,,2002,0.8291114251139979,4.06701324667883,578.907887429803,47.0741344874855
Asia Pacific,,2003,1.1165706081700502,5.34087585515362,594.353407470859,49.24454745510321
Asia Pacific,,2004,1.46378501348719,9.18669339997316,699.1512328160491,53.0255288257152
Asia Pacific,,2005,1.85254052752161,12.019193605714099,727.8744500242129,60.192165365918896
Asia Pacific,,2006,2.29110778005653,18.5698071338417,801.696935047466,64.5000334471099
Asia Pacific,,2007,2.75747517258627,24.651011017376,852.172959146771,71.1330305973023
Asia Pacific,,2008,3.3623403444994104,36.129284979930205,997.7759893075661,79.03590767242109
Asia Pacific,,2009,4.40856319037846,54.879514823186,968.085957101319,87.9992224059737
Asia Pacific,,2010,6.77846987186939,81.5253556283363,1097.6868666475,98.1161011507225
Asia Pacific,,2011,12.246195027046301,113.632013920303,1117.78056781212,104.633616333352
Asia Pacific,,2012,17.6242733888576,147.770371079641,1261.99265520226,112.96595804160499
Asia Pacific,,2013,32.463895794148996,188.80908059963699,1385.56835696699,124.725019622652
Asia Pacific,,2014,63.0136939917329,214.83855020360298,1521.86822491923,140.706142761875
Asia Pacific,,2015,95.62750982963641,243.33918162815,1565.63574211012,159.25448451110202
Asia Pacific,,2016,141.679573535926,312.537164536835,1622.9595675502899,160.661068784841
Asia Pacific,,2017,219.88937186945,388.00333711769304,1671.9711194136498,185.597039152595
Asia Pacific,,2018,313.219324852448,463.71054237463204,1710.85692038584,208.60851963471902
Asia Pacific,,2019,393.921841313712,514.259616422061,1783.6566278245498,238.022872594962
Australia,AUS,1965,0,0,7.689756,0.29600000000000004
Australia,AUS,1966,0,0,7.3450428,0.284
Australia,AUS,1967,0,0,7.605787400000001,0.29
Australia,AUS,1968,0,0,7.9505006,0.282
Australia,AUS,1969,0,0,8.684121000000001,0.281
Australia,AUS,1970,0,0,10.170687,0.261
Australia,AUS,1971,0,0,11.507442800000002,0.263
Australia,AUS,1972,0,0,11.5533144,0.28
Australia,AUS,1973,0,0,12.2858392,0.33799999999999997
Australia,AUS,1974,0,0,13.873920199999999,0.429
Australia,AUS,1975,0,0,14.8878016,0.489
Australia,AUS,1976,0,0,14.153858800000002,0.484
Australia,AUS,1977,0,0,13.543950199999998,0.429
Australia,AUS,1978,0,0,14.6753494,0.405
Australia,AUS,1979,0,0,14.246055599999998,0.418
Australia,AUS,1980,0,0,13.4665978,0.385
Australia,AUS,1981,0,0,13.8663438,0.40399999999999997
Australia,AUS,1982,0,0,12.770334,0.516
Australia,AUS,1983,0,0,12.123648,0.431
Australia,AUS,1984,0,0,13.125948800000002,0.441
Australia,AUS,1985,0,0,13.9405106,0.456
Australia,AUS,1986,0,0,14.0257988,0.46
Australia,AUS,1987,0,0,13.613795999999999,0.47
Australia,AUS,1988,0,0,14.334443599999998,0.731
Australia,AUS,1989,0,0,14.253669,0.81
Australia,AUS,1990,0,0,14.7595,0.7595
Australia,AUS,1991,0.00545,0,15.6535,0.7195
Australia,AUS,1992,0.0121,0,15.9415,0.67
Australia,AUS,1993,0.0146,0.002,16.387,0.67
Australia,AUS,1994,0.0174,0.0055,16.15,0.6965
Australia,AUS,1995,0.02115,0.006999999999999999,15.630999999999998,0.8255
Australia,AUS,1996,0.0256,0.006999999999999999,15.9685,0.9465
Australia,AUS,1997,0.03065,0.0075,15.9525,0.997
Australia,AUS,1998,0.0356,0.018000000000000002,15.798,1.081
Australia,AUS,1999,0.0406,0.043,16.2815,1.1335
Australia,AUS,2000,0.04675,0.134,16.4665,0.8895
Australia,AUS,2001,0.05415,0.287,16.1235,0.7975
Australia,AUS,2002,0.0583,0.53355,16.095,1.2668
Australia,AUS,2003,0.0632,0.70405,16.21055,1.6918
Australia,AUS,2004,0.07295,0.795,15.68665,2.81525
Australia,AUS,2005,0.08405,1.29905,15.4657,3.8710000000000004
Australia,AUS,2006,0.0975,2.1621,14.9451,3.9325
Australia,AUS,2007,0.11375,2.8521,13.04895,4.275
Australia,AUS,2008,0.1392,3.45845,11.81515,3.6961
Australia,AUS,2009,0.29024203008216604,4.43775,12.64205,2.7868
Australia,AUS,2010,0.977648279820896,4.985,13.745999999999999,2.44155
Australia,AUS,2011,2.0445465700988,6.432,19.572,2.57395
